"","word","media_agrado","media_activacion","media_imaginabilidad","sd_agrado","sd_activacion","sd_imaginabilidad","tipo"
"23530","salaríais",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23531","salarían",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23532","salemos",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23533","saléis",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23534","salara",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23535","salaras",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23536","saláramos",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23537","salarais",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23538","salaran",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23539","salase",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23540","salases",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23541","salásemos",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23542","salaseis",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23543","salasen",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23544","salare",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23545","salares",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23546","saláremos",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23547","salareis",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23548","salaren",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23549","salad",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23550","salar",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23551","salando",2,2.3333,2.6667,0.6325,0.8165,0.5164,"verbo"
"23552","expongo",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23553","expones",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23554","expone",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23555","exponemos",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23556","exponéis",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23557","exponen",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23558","expuesto",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23559","exponía",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23560","exponías",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23561","exponíamos",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23562","exponíais",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23563","exponían",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23564","expuse",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23565","expusiste",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23566","expuso",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23567","expusimos",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23568","expusisteis",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23569","expusieron",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23570","expondré",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23571","expondrás",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23572","expondrá",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23573","expondremos",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23574","expondréis",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23575","expondrán",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23576","expondría",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23577","expondrías",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23578","expondríamos",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23579","expondríais",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23580","expondrían",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23581","exponga",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23582","expongas",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23583","expongamos",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23584","expongáis",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23585","expongan",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23586","expusiera",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23587","expusieras",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23588","expusiéramos",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23589","expusierais",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23590","expusieran",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23591","expusiese",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23592","expusieses",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23593","expusiésemos",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23594","expusieseis",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23595","expusiesen",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23596","expusiere",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23597","expusieres",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23598","expusiéremos",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23599","expusiereis",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23600","expusieren",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23601","expon",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23602","exponed",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23603","exponer",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23604","exponiendo",2.4,2.6,2.4,0.5477,0.5477,0.5477,"verbo"
"23605","atrevo",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23606","atreves",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23607","atreve",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23608","atrevemos",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23609","atrevéis",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23610","atreven",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23611","atrevido",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23612","atrevía",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23613","atrevías",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23614","atrevíamos",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23615","atrevíais",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23616","atrevían",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23617","atreví",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23618","atreviste",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23619","atrevió",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23620","atrevimos",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23621","atrevisteis",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23622","atrevieron",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23623","atreveré",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23624","atreverás",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23625","atreverá",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23626","atreveremos",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23627","atreveréis",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23628","atreverán",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23629","atrevería",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23630","atreverías",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23631","atreveríamos",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23632","atreveríais",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23633","atreverían",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23634","atreva",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23635","atrevas",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23636","atrevamos",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23637","atreváis",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23638","atrevan",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23639","atreviera",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23640","atrevieras",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23641","atreviéramos",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23642","atrevierais",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23643","atrevieran",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23644","atreviese",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23645","atrevieses",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23646","atreviésemos",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23647","atrevieseis",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23648","atreviesen",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23649","atreviere",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23650","atrevieres",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23651","atreviéremos",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23652","atreviereis",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23653","atrevieren",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23654","atrevete",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23655","atrevase",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23656","atrevamonos",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23657","atreveos",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23658","atrevanse",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23659","atreverse",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23660","haberatrevido",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23661","atreviendose",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23662","habiéndoatrevido",2.4,2.6,2.2,0.5477,0.5477,0.4472,"verbo"
"23663","acostumbro",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23664","acostumbras",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23665","acostumbra",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23666","acostumbramos",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23667","acostumbráis",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23668","acostumbran",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23669","acostumbrado",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23670","acostumbraba",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23671","acostumbrabas",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23672","acostumbrábamos",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23673","acostumbrabais",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23674","acostumbraban",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23675","acostumbré",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23676","acostumbraste",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23677","acostumbró",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23678","acostumbrasteis",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23679","acostumbraron",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23680","acostumbraré",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23681","acostumbrarás",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23682","acostumbrará",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23683","acostumbraremos",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23684","acostumbraréis",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23685","acostumbrarán",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23686","acostumbraría",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23687","acostumbrarías",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23688","acostumbraríamos",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23689","acostumbraríais",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23690","acostumbrarían",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23691","acostumbre",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23692","acostumbres",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23693","acostumbremos",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23694","acostumbréis",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23695","acostumbren",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23696","acostumbrara",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23697","acostumbraras",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23698","acostumbráramos",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23699","acostumbrarais",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23700","acostumbraran",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23701","acostumbrase",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23702","acostumbrases",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23703","acostumbrásemos",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23704","acostumbraseis",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23705","acostumbrasen",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23706","acostumbrare",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23707","acostumbrares",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23708","acostumbráremos",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23709","acostumbrareis",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23710","acostumbraren",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23711","acostumbrad",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23712","acostumbrar",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23713","acostumbrando",1.8,1.8,2,0.4472,0.8367,0.7071,"verbo"
"23714","estreno",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23715","estrenas",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23716","estrena",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23717","estrenamos",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23718","estrenáis",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23719","estrenan",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23720","estrenado",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23721","estrenaba",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23722","estrenabas",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23723","estrenábamos",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23724","estrenabais",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23725","estrenaban",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23726","estrené",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23727","estrenaste",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23728","estrenó",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23729","estrenasteis",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23730","estrenaron",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23731","estrenaré",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23732","estrenarás",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23733","estrenará",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23734","estrenaremos",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23735","estrenaréis",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23736","estrenarán",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23737","estrenaría",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23738","estrenarías",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23739","estrenaríamos",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23740","estrenaríais",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23741","estrenarían",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23742","estrene",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23743","estrenes",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23744","estrenemos",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23745","estrenéis",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23746","estrenen",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23747","estrenara",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23748","estrenaras",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23749","estrenáramos",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23750","estrenarais",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23751","estrenaran",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23752","estrenase",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23753","estrenases",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23754","estrenásemos",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23755","estrenaseis",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23756","estrenasen",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23757","estrenare",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23758","estrenares",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23759","estrenáremos",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23760","estrenareis",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23761","estrenaren",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23762","estrenad",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23763","estrenar",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23764","estrenando",2.4,3,2.4,0.8944,0,0.5477,"verbo"
"23765","opero",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23766","operas",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23767","opera",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23768","operamos",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23769","operáis",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23770","operan",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23771","operado",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23772","operaba",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23773","operabas",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23774","operábamos",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23775","operabais",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23776","operaban",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23777","operé",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23778","operaste",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23779","operó",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23780","operasteis",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23781","operaron",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23782","operaré",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23783","operarás",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23784","operará",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23785","operaremos",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23786","operaréis",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23787","operarán",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23788","operaría",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23789","operarías",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23790","operaríamos",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23791","operaríais",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23792","operarían",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23793","opere",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23794","operes",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23795","operemos",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23796","operéis",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23797","operen",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23798","operara",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23799","operaras",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23800","operáramos",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23801","operarais",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23802","operaran",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23803","operase",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23804","operases",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23805","operásemos",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23806","operaseis",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23807","operasen",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23808","operare",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23809","operares",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23810","operáremos",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23811","operareis",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23812","operaren",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23813","operad",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23814","operar",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23815","operando",2,2.6,2.6,0.7071,0.5477,0.5477,"verbo"
"23816","comunico",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23817","comunicas",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23818","comunica",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23819","comunicamos",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23820","comunicáis",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23821","comunican",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23822","comunicado",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23823","comunicaba",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23824","comunicabas",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23825","comunicábamos",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23826","comunicabais",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23827","comunicaban",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23828","comuniqué",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23829","comunicaste",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23830","comunicó",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23831","comunicasteis",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23832","comunicaron",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23833","comunicaré",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23834","comunicarás",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23835","comunicará",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23836","comunicaremos",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23837","comunicaréis",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23838","comunicarán",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23839","comunicaría",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23840","comunicarías",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23841","comunicaríamos",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23842","comunicaríais",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23843","comunicarían",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23844","comunique",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23845","comuniques",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23846","comuniquemos",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23847","comuniquéis",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23848","comuniquen",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23849","comunicara",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23850","comunicaras",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23851","comunicáramos",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23852","comunicarais",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23853","comunicaran",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23854","comunicase",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23855","comunicases",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23856","comunicásemos",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23857","comunicaseis",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23858","comunicasen",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23859","comunicare",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23860","comunicares",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23861","comunicáremos",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23862","comunicareis",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23863","comunicaren",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23864","comunicad",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23865","comunicar",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23866","comunicando",2.6,2.6,2.8,0.5477,0.8944,0.4472,"verbo"
"23867","ligo",2,2.6667,2,0.6325,0.5164,0.8944,"verbo"
"23868","ligas",2,2.6667,2,0.6325,0.5164,0.8944,"verbo"
